pos	item_1	item_2	item_3	item_4	best	worst	explanation	model
Noun	bedclothes	enforcement	regime	reclamation	bedclothes	enforcement	0 , 1	gpt-4
Noun	accuser	abode	homosexuality	lighting	homosexuality	lighting	2 , 3	gpt-4
Noun	unworthiness	facilitation	enforcer	infection	infection	unworthiness	3 , 0	gpt-4
Noun	assistant	variance	upholstery	blacksnake	blacksnake	assistant	3 , 0	gpt-4
Noun	territoriality	boogieman	surefire	touchup	boogieman	territoriality	1 , 0	gpt-4
Noun	striker	voter	ketchup	greatness	ketchup	greatness	2 , 3	gpt-4
Noun	dimension	indiscretion	comedian	bacon	bacon	dimension	3 , 0	gpt-4
Noun	monstrosity	headgear	cure	syndicate	headgear	monstrosity	1 , 0	gpt-4
Noun	platypus	vessel	roofing	outfitter	platypus	vessel	0 , 1	gpt-4
Noun	pond	grassroots	snitch	bobtail	snitch	grassroots	2 , 1	gpt-4
Noun	quickie	chowder	infamy	slipper	chowder	quickie	1 , 0	gpt-4
Noun	merchantman	panhandle	misidentification	physics	misidentification	panhandle	2 , 1	gpt-4
Noun	prompter	citizenry	dealer	hubbub	prompter	hubbub	0 , 3	gpt-4
Noun	popularity	evaporation	uprising	pinkie	pinkie	popularity	3 , 0	gpt-4
Noun	gruesomeness	paintball	fascination	chiropractor	chiropractor	fascination	3 , 2	gpt-4
Noun	vertebrae	biotech	busywork	wheelhouse	vertebrae	biotech	0 , 1	gpt-4
Noun	caste	antagonist	field	rebate	caste	field	0 , 2	gpt-4
Noun	puffin	scrapbook	wetsuit	cabinet	scrapbook	cabinet	1 , 3	gpt-4
Noun	dimmer	sparring	knuckleball	lot	knuckleball	lot	2 , 3	gpt-4
Noun	savagery	ornithology	locality	muslin	ornithology	savagery	1 , 0	gpt-4
Noun	farming	mirror	tusk	volume	tusk	volume	2 , 3	gpt-4
Noun	pallor	invasion	bravado	posteriors	invasion	pallor	1 , 0	gpt-4
Noun	bathwater	collateral	uproar	premium	bathwater	collateral	0 , 1	gpt-4
Noun	cutlass	fallout	methodology	statesman	cutlass	methodology	0 , 2	gpt-4
Noun	handedness	vow	frontier	replacement	vow	frontier	1 , 2	gpt-4
Noun	variation	netherworld	doodlebug	straggler	doodlebug	variation	2 , 0	gpt-4
Noun	kicker	relocation	wiper	charter	wiper	relocation	2 , 1	gpt-4
Noun	avatar	inquisition	depravation	meanie	inquisition	avatar	1 , 0	gpt-4
Noun	crowbar	fistful	population	indiscrimination	crowbar	population	0 , 2	gpt-4
Noun	screamer	shuffling	virologist	congregation	virologist	congregation	2 , 3	gpt-4
Noun	weakness	deadlock	gizzard	xylophonist	xylophonist	weakness	3 , 0	gpt-4
Noun	freckles	keratin	freebee	homophobia	homophobia	freebee	3 , 2	gpt-4
Noun	chairman	toiletry	affiliate	tenderness	toiletry	affiliate	1 , 2	gpt-4
Noun	screwball	demineralization	nonunion	awakening	demineralization	screwball	1 , 0	gpt-4
Noun	bellybutton	updraft	permeability	pizzeria	pizzeria	permeability	3 , 2	gpt-4
Noun	repossession	keyboard	department	rheumatology	rheumatology	department	3 , 2	gpt-4
Noun	catechism	obstetrician	changer	analog	obstetrician	changer	1 , 2	gpt-4
Noun	hibiscus	classism	order	speed	hibiscus	order	0 , 2	gpt-4
Noun	aboveboard	blueblood	liquidness	gingersnap	gingersnap	liquidness	3 , 2	gpt-4
Noun	insurgence	goodness	suppressant	webpage	webpage	goodness	3 , 1	gpt-4
Noun	custard	conciliation	path	cattle	custard	path	0 , 2	gpt-4
Noun	climax	poundage	meatloaf	dewdrop	dewdrop	poundage	3 , 1	gpt-4
Noun	druggist	notoriety	assassinator	anxiety	assassinator	notoriety	2 , 1	gpt-4
Noun	skit	risotto	doomsday	photography	risotto	photography	1 , 3	gpt-4
Noun	soap	counterirritant	anchorman	browser	counterirritant	browser	1 , 3	gpt-4
Noun	dissertation	entrance	synchronization	hypothermia	hypothermia	entrance	3 , 1	gpt-4
Noun	automaker	freewill	expansion	creditor	automaker	expansion	0 , 2	gpt-4
Noun	hygiene	creeper	interconnection	gimp	creeper	interconnection	1 , 2	gpt-4
Noun	folio	pageantry	abandonment	welding	welding	folio	3 , 0	gpt-4
Noun	dismay	inadequacy	highwayman	rundown	highwayman	rundown	2 , 3	gpt-4
Noun	unbelief	pug	calipers	xenophobia	calipers	unbelief	2 , 0	gpt-4
Noun	clinch	referendum	antitrust	periods	referendum	clinch	1 , 0	gpt-4
Noun	fray	fatness	speedball	lancer	speedball	fray	2 , 0	gpt-4
Noun	amends	absentee	valium	pledge	valium	amends	2 , 0	gpt-4
Noun	lumbar	folly	hobo	surrogacy	surrogacy	folly	3 , 1	gpt-4
Noun	edibles	licensee	takeout	gallery	takeout	edibles	2 , 0	gpt-4
Noun	waxwork	enormity	sleight	daylong	waxwork	enormity	0 , 1	gpt-4
Noun	talisman	visitation	sage	grass	talisman	grass	0 , 3	gpt-4
Noun	fanciness	annoyance	orgasm	retention	orgasm	retention	2 , 3	gpt-4
Noun	mange	multimillion	graduation	undershorts	undershorts	mange	3 , 0	gpt-4
Noun	ranch	divorcee	joyfulness	society	divorcee	society	1 , 3	gpt-4
Noun	riptide	rage	disease	sofa	riptide	disease	0 , 2	gpt-4
Noun	referee	role	disposal	defiance	referee	role	0 , 1	gpt-4
Noun	miniseries	sheet	delay	grid	miniseries	delay	0 , 2	gpt-4
Noun	tomboy	crabbiness	chastity	heiress	heiress	tomboy	3 , 0	gpt-4
Noun	supervisor	jackknife	apparel	tiling	jackknife	apparel	1 , 2	gpt-4
Noun	microorganism	disgust	woodblock	cradle	woodblock	disgust	2 , 1	gpt-4
Noun	treason	disloyalty	boatman	upbringing	boatman	disloyalty	2 , 1	gpt-4
Noun	comeback	neckerchief	condolence	dining	neckerchief	comeback	1 , 0	gpt-4
Noun	custodian	alkaloid	quarantining	recharger	quarantining	custodian	2 , 0	gpt-4
Noun	bloodworm	counterculture	planet	keypad	bloodworm	planet	0 , 2	gpt-4
Noun	season	treadmill	headquarters	simplicity	treadmill	season	1 , 0	gpt-4
Noun	sunrise	deodorizer	disintegrator	carnivore	disintegrator	sunrise	2 , 0	gpt-4
Noun	womenfolk	lactose	signer	pocketbook	lactose	womenfolk	1 , 0	gpt-4
Noun	blade	sequencing	nunnery	kinsman	nunnery	kinsman	2 , 3	gpt-4
Noun	endocrinologist	kumquat	colors	whiplash	endocrinologist	colors	0 , 2	gpt-4
Noun	criminology	airport	scandal	community	airport	community	1 , 3	gpt-4
Noun	overlay	winery	thunderbolt	reef	thunderbolt	overlay	2 , 0	gpt-4
Noun	briar	sum	purpose	plight	briar	purpose	0 , 2	gpt-4
Noun	concept	sultan	intro	coil	sultan	concept	1 , 0	gpt-4
Noun	geneticist	sagebrush	broomstick	embodiment	geneticist	embodiment	0 , 3	gpt-4
Noun	firebrand	coalition	conventionality	fin	fin	conventionality	3 , 2	gpt-4
Noun	sonata	hunchback	handkerchief	alibi	handkerchief	sonata	2 , 0	gpt-4
Noun	overeater	windpipe	antidote	menopause	windpipe	overeater	1 , 0	gpt-4
Noun	dinosaur	torso	airhead	whereabouts	airhead	whereabouts	2 , 3	gpt-4
Noun	yeast	carat	dripper	verb	dripper	verb	2 , 3	gpt-4
Noun	inlay	distributer	relaxation	handspring	handspring	relaxation	3 , 2	gpt-4
Noun	derailment	endeavor	evasiveness	polyester	derailment	endeavor	0 , 1	gpt-4
Noun	quantity	gazer	recitation	leakage	recitation	quantity	2 , 0	gpt-4
Noun	retaliation	banquet	cash	fuse	banquet	retaliation	1 , 0	gpt-4
Noun	shortfall	housecleaner	clansman	venom	housecleaner	shortfall	1 , 0	gpt-4
Noun	postpartum	car	codependency	sonar	postpartum	car	0 , 1	gpt-4
Noun	sponge	specimen	heirloom	slogan	heirloom	specimen	2 , 1	gpt-4
Noun	strider	heartworm	wretchedness	heroism	heartworm	strider	1 , 0	gpt-4
Noun	harmonica	article	coherence	daytimes	harmonica	article	0 , 1	gpt-4
Noun	convergence	ammo	reliability	escaper	ammo	convergence	1 , 0	gpt-4
Noun	meathead	copywriter	banishment	guesswork	copywriter	meathead	1 , 0	gpt-4
Noun	whites	outtakes	parameter	wrongdoer	outtakes	whites	1 , 0	gpt-4
Noun	filler	blindside	spark	sidekick	blindside	filler	1 , 0	gpt-4
Noun	negligence	infector	dumper	backgammon	backgammon	negligence	3 , 0	gpt-4
Noun	riverbank	gooseneck	repertoire	subservience	gooseneck	repertoire	1 , 2	gpt-4
Noun	outskirts	abscess	spectrograph	nonsense	spectrograph	nonsense	2 , 3	gpt-4
Noun	correctness	skeleton	digression	mum	skeleton	correctness	1 , 0	gpt-4
Noun	thermos	spaceman	golfer	technology	golfer	technology	2 , 3	gpt-4
Noun	obnoxiousness	tick	strangulation	anemone	strangulation	obnoxiousness	2 , 0	gpt-4
Noun	cocktail	freezer	elite	warlock	warlock	elite	3 , 2	gpt-4
Noun	shale	malleability	foreword	aspiration	shale	aspiration	0 , 3	gpt-4
Noun	mill	mapmaker	bell	rattlesnake	mapmaker	mill	1 , 0	gpt-4
Noun	regression	gallows	beholder	belt	gallows	regression	1 , 0	gpt-4
Noun	breezeway	frenzy	bungalow	orifice	bungalow	orifice	2 , 3	gpt-4
Noun	washroom	shipmate	addressee	survival	addressee	survival	2 , 3	gpt-4
Noun	strength	tack	giveaway	hen	hen	strength	3 , 0	gpt-4
Noun	custodianship	desperation	cabby	fluoride	cabby	custodianship	2 , 0	gpt-4
Noun	parcel	checkers	dioxide	manuscript	manuscript	parcel	3 , 0	gpt-4
Noun	removal	cookie	influence	aloha	cookie	influence	1 , 2	gpt-4
Noun	supremacy	proceeds	intangibility	chronicler	chronicler	supremacy	3 , 0	gpt-4
Noun	authorization	prince	putty	schoolboy	schoolboy	authorization	3 , 0	gpt-4
Noun	catapult	attempt	esophagi	localization	esophagi	attempt	2 , 1	gpt-4
Noun	horsehair	mumps	actualization	aristocracy	mumps	actualization	1 , 2	gpt-4
Noun	hogwash	stepson	roadhouse	judo	stepson	hogwash	1 , 0	gpt-4
Noun	thief	rainfall	headroom	hamstring	headroom	thief	2 , 0	gpt-4
Noun	listener	cruise	maneuver	lighthouse	lighthouse	maneuver	3 , 2	gpt-4
Noun	presumptuousness	twister	duckweed	crispness	duckweed	presumptuousness	2 , 0	gpt-4
Noun	accident	humidity	advantage	dysfunction	humidity	accident	1 , 0	gpt-4
Noun	alabaster	calendar	price	tuberculosis	tuberculosis	price	3 , 2	gpt-4
Noun	totem	elongation	quilt	nightclub	quilt	totem	2 , 0	gpt-4
Noun	cilantro	carousel	overseer	soldier	carousel	overseer	1 , 2	gpt-4
Noun	stucco	musician	rustler	obscenity	rustler	stucco	2 , 0	gpt-4
Noun	shipload	pimento	carbohydrate	ashes	pimento	carbohydrate	1 , 2	gpt-4
Noun	taskmaster	racehorse	lapse	light	racehorse	light	1 , 3	gpt-4
Noun	flashbulb	flashiness	windowsill	malnourishment	malnourishment	flashiness	3 , 1	gpt-4
Noun	atheism	ensemble	reappearance	expense	reappearance	expense	2 , 3	gpt-4
Noun	congratulations	roughage	millions	divisibility	roughage	millions	1 , 2	gpt-4
Noun	reconciliation	humiliation	muff	trooper	muff	trooper	2 , 3	gpt-4
Noun	woe	gerbil	oxidizer	rack	oxidizer	woe	2 , 0	gpt-4
Noun	trumpet	inferno	fatherland	resurgence	trumpet	fatherland	0 , 2	gpt-4
Noun	pace	retest	query	athletics	retest	athletics	1 , 3	gpt-4
Noun	savings	whimper	publication	firepower	whimper	savings	1 , 0	gpt-4
Noun	benediction	anger	kneeler	cryptographer	kneeler	anger	2 , 1	gpt-4
Noun	siren	ball	cowlick	radiologist	cowlick	ball	2 , 1	gpt-4
Noun	weaponry	stenography	steamer	giggler	stenography	weaponry	1 , 0	gpt-4
Noun	outpatient	gem	dustbin	supernova	supernova	gem	3 , 1	gpt-4
Noun	guardhouse	crap	defroster	occurrence	defroster	occurrence	2 , 3	gpt-4
Noun	volcano	chalet	shot	description	chalet	description	1 , 3	gpt-4
Noun	mullets	crater	outline	bedroll	mullets	outline	0 , 2	gpt-4
Noun	intellect	mustang	sprite	matte	mustang	intellect	1 , 0	gpt-4
Noun	shirt	exploiter	storekeeper	midtown	midtown	exploiter	3 , 1	gpt-4
Noun	problem	notepaper	boutique	humankind	notepaper	problem	1 , 0	gpt-4
Noun	photographer	introvert	segregation	piecework	photographer	segregation	0 , 2	gpt-4
Noun	journeyman	commendation	curveball	dopey	curveball	journeyman	2 , 0	gpt-4
Noun	coveralls	flashback	peril	blackfish	blackfish	peril	3 , 2	gpt-4
Noun	milepost	timekeeper	microsecond	reel	microsecond	milepost	2 , 0	gpt-4
Noun	passkey	garment	resistance	matter	passkey	matter	0 , 3	gpt-4
Noun	gamer	exorcist	vastness	speedometer	exorcist	vastness	1 , 2	gpt-4
Noun	sleepiness	ghetto	tenure	clientele	ghetto	sleepiness	1 , 0	gpt-4
Noun	chairlady	lamb	estate	quintet	chairlady	estate	0 , 2	gpt-4
Noun	toxin	hair	slaughterer	visualization	slaughterer	toxin	2 , 0	gpt-4
Noun	settler	flower	licensing	exhaustion	settler	licensing	0 , 2	gpt-4
Noun	houseful	spinster	deception	unwelcoming	houseful	deception	0 , 2	gpt-4
Noun	constitutionality	fulltime	sessions	pantry	pantry	sessions	3 , 2	gpt-4
Noun	subpoena	unpreparedness	slaver	harasser	subpoena	harasser	0 , 3	gpt-4
Noun	bestiality	constitution	picnicker	torque	picnicker	constitution	2 , 1	gpt-4
Noun	hieroglyphics	offshoot	delivery	dryness	hieroglyphics	delivery	0 , 2	gpt-4
Noun	element	buzzword	prune	strap	prune	element	2 , 0	gpt-4
Noun	countersign	skeptic	scallop	optics	countersign	skeptic	0 , 1	gpt-4
Noun	poisoning	fantasy	spokeswoman	loafer	spokeswoman	fantasy	2 , 1	gpt-4
Noun	boating	importance	happiness	tuba	tuba	importance	3 , 1	gpt-4
Noun	superconductor	clothing	coincidence	mediation	superconductor	clothing	0 , 1	gpt-4
Noun	spaghetti	sentiment	mayday	steersman	mayday	sentiment	2 , 1	gpt-4
Noun	rodeo	abstractionist	posy	ditz	abstractionist	rodeo	1 , 0	gpt-4
Noun	nectar	antichrist	penicillin	pinhole	antichrist	nectar	1 , 0	gpt-4
Noun	inventiveness	pickaxe	temptress	diggings	pickaxe	inventiveness	1 , 0	gpt-4
Noun	spray	bean	hussy	processing	hussy	processing	2 , 3	gpt-4
Noun	duel	distributorship	dissemination	caesarian	caesarian	dissemination	3 , 2	gpt-4
Noun	illustrator	earphone	portfolio	moneyman	earphone	illustrator	1 , 0	gpt-4
Noun	boathouse	wits	housedress	methanol	boathouse	wits	0 , 1	gpt-4
Noun	sieve	decal	audio	mattress	decal	audio	1 , 2	gpt-4
Noun	eyewear	bridle	webmaster	clubfoot	webmaster	eyewear	2 , 0	gpt-4
Noun	ruling	dissension	shard	brunette	brunette	ruling	3 , 0	gpt-4
Noun	arch	stillness	repellant	saver	repellant	stillness	2 , 1	gpt-4
Noun	limeade	moderation	commodore	supervision	limeade	moderation	0 , 1	gpt-4
Noun	faux	racket	childishness	sill	childishness	sill	2 , 3	gpt-4
Noun	ballerina	mobility	abuser	varsity	ballerina	mobility	0 , 1	gpt-4
Noun	shoptalk	knockout	provocateur	descendent	provocateur	descendent	2 , 3	gpt-4
Noun	alienation	sublet	slurry	drugstore	sublet	alienation	1 , 0	gpt-4
Noun	dazzler	trepidation	carnation	maniac	carnation	dazzler	2 , 0	gpt-4
Noun	juror	chip	jailbait	pig	jailbait	chip	2 , 1	gpt-4
Noun	nape	blackhead	replication	bale	blackhead	replication	1 , 2	gpt-4
Noun	interference	plunge	innovation	clause	clause	interference	3 , 0	gpt-4
Noun	uselessness	wage	occupancy	shocker	shocker	uselessness	3 , 0	gpt-4
Noun	sector	nameplate	mat	embryology	embryology	sector	3 , 0	gpt-4
Noun	highroad	washer	ratio	clasp	washer	highroad	1 , 0	gpt-4
Noun	mornings	originator	flyby	beerhouse	flyby	mornings	2 , 0	gpt-4
Noun	typewriting	moneybags	rhyme	selection	moneybags	selection	1 , 3	gpt-4
Noun	nutrition	compasses	nonstick	academy	compasses	nutrition	1 , 0	gpt-4
Noun	intestines	flail	caddie	cavity	caddie	cavity	2 , 3	gpt-4
Noun	brokerage	beanstalk	wicking	streamliner	wicking	brokerage	2 , 0	gpt-4
Noun	funnel	crib	kingfisher	rush	kingfisher	rush	2 , 3	gpt-4
Noun	brain	skimmer	tile	microprobe	microprobe	brain	3 , 0	gpt-4
Noun	regalia	hulk	fling	deceiver	regalia	fling	0 , 2	gpt-4
Noun	substation	wineglass	lacquer	baseboard	wineglass	substation	1 , 0	gpt-4
Noun	pecan	baits	doorjamb	ranchero	doorjamb	baits	2 , 1	gpt-4
Noun	promptness	relenting	mercy	dictator	dictator	mercy	3 , 2	gpt-4
Noun	bearings	headmastership	absoluteness	dangerousness	headmastership	bearings	1 , 0	gpt-4
Noun	extradition	poof	ban	wig	extradition	ban	0 , 2	gpt-4
Noun	pelvis	bleeder	mistletoe	python	bleeder	pelvis	1 , 0	gpt-4
Noun	confectionery	messiness	caving	traveler	caving	traveler	2 , 3	gpt-4
Noun	condescension	thoroughbred	alligator	scorpion	thoroughbred	condescension	1 , 0	gpt-4
Noun	rhino	refinement	mutton	saxophone	saxophone	refinement	3 , 1	gpt-4
Noun	wannabe	coonhound	epidermis	specialist	epidermis	wannabe	2 , 0	gpt-4
Noun	bandmaster	pullover	wicker	flares	bandmaster	flares	0 , 3	gpt-4
Noun	bitchiness	transparency	swatch	payment	swatch	bitchiness	2 , 0	gpt-4
Noun	ancestry	storyline	multimillionaire	taxman	multimillionaire	ancestry	2 , 0	gpt-4
Noun	abruptness	knack	purification	shrew	shrew	knack	3 , 1	gpt-4
Noun	railway	vermouth	sublimation	floodlight	vermouth	railway	1 , 0	gpt-4
Noun	creed	bath	hunger	hailstorm	hailstorm	hunger	3 , 2	gpt-4
Noun	boringness	disservice	lockbox	consumer	lockbox	consumer	2 , 3	gpt-4
Noun	aviator	wharf	extraordinaire	chart	wharf	extraordinaire	1 , 2	gpt-4
Noun	trajectory	dynasty	dungeon	queue	dungeon	trajectory	2 , 0	gpt-4
Noun	transmigration	engagement	backyard	palm	backyard	engagement	2 , 1	gpt-4
Noun	cutie	premiere	sterility	codpiece	codpiece	cutie	3 , 0	gpt-4
Noun	bachelorette	frailty	sensor	pantomime	bachelorette	frailty	0 , 1	gpt-4
Noun	statistician	paintwork	contour	pretence	statistician	pretence	0 , 3	gpt-4
Noun	salespeople	opiate	sermon	cataclysm	opiate	salespeople	1 , 0	gpt-4
Noun	pleasantry	reelection	telemarketer	weeper	telemarketer	pleasantry	2 , 0	gpt-4
Noun	adrenaline	caribou	sackcloth	dietician	sackcloth	adrenaline	2 , 0	gpt-4
Noun	benefit	temple	tinsel	hesitancy	tinsel	benefit	2 , 0	gpt-4
Noun	soundings	groundsheet	unselfishness	ecologist	groundsheet	soundings	1 , 0	gpt-4
Noun	highflier	sanity	crew	bonbon	bonbon	crew	3 , 2	gpt-4
Noun	barley	pathos	playgirl	arrestee	playgirl	pathos	2 , 1	gpt-4
Noun	teahouse	procreator	pleat	substitution	pleat	substitution	2 , 3	gpt-4
Noun	proof	burnout	protagonist	granddad	burnout	protagonist	1 , 2	gpt-4
Noun	sneezer	circumference	raunchy	confection	sneezer	confection	0 , 3	gpt-4
Noun	iteration	disfavor	misadventure	disappointment	misadventure	iteration	2 , 0	gpt-4
Noun	lender	countess	irregularity	peso	countess	lender	1 , 0	gpt-4
Noun	pro	agitator	father	icon	father	pro	2 , 0	gpt-4
Noun	masochism	wariness	sunshine	drums	masochism	sunshine	0 , 2	gpt-4
Noun	loveliness	headway	cunnilingus	cutthroat	cunnilingus	loveliness	2 , 0	gpt-4
Noun	demonologist	botulism	heron	reform	demonologist	reform	0 , 3	gpt-4
Noun	outflow	stuffing	antennae	sediment	antennae	stuffing	2 , 1	gpt-4
Noun	ingratitude	chooser	gluttony	malaria	malaria	chooser	3 , 1	gpt-4
Noun	pudding	ram	bloodbath	duvet	bloodbath	pudding	2 , 0	gpt-4
Noun	struggle	sanctum	bower	sourdough	sourdough	struggle	3 , 0	gpt-4
Noun	clink	throwback	cheater	vigor	throwback	vigor	1 , 3	gpt-4
Noun	concerto	ticker	proprietor	gallantry	concerto	ticker	0 , 1	gpt-4
Noun	retribution	ledger	prosperity	rockslide	rockslide	retribution	3 , 0	gpt-4
Noun	opal	patter	retrial	module	retrial	module	2 , 3	gpt-4
Noun	traitor	seducer	pasture	stone	seducer	pasture	1 , 2	gpt-4
Noun	caviar	barrier	spell	godfather	caviar	spell	0 , 2	gpt-4
Noun	incursion	piggyback	stockbroker	timbre	stockbroker	incursion	2 , 0	gpt-4
Noun	tube	ringer	coaster	ransom	ringer	tube	1 , 0	gpt-4
Noun	management	hotline	ripcord	hickey	ripcord	management	2 , 0	gpt-4
Noun	paratroop	erotica	coffin	pronoun	coffin	pronoun	2 , 3	gpt-4
Noun	castoff	fruit	knockoff	courtship	knockoff	fruit	2 , 1	gpt-4
Noun	outlet	tweezers	parchment	caseworker	tweezers	outlet	1 , 0	gpt-4
Noun	ruddiness	manners	castaway	gemstone	castaway	manners	2 , 1	gpt-4
Noun	mystery	lever	strangler	announcement	strangler	mystery	2 , 0	gpt-4
Noun	compliment	malfunction	license	groundswell	malfunction	compliment	1 , 0	gpt-4
Noun	plagiarist	renter	moon	roughhouse	plagiarist	moon	0 , 2	gpt-4
Noun	macaw	ionosphere	twosome	biscuit	ionosphere	twosome	1 , 2	gpt-4
Noun	trash	collaboration	erection	haunch	erection	trash	2 , 0	gpt-4
Noun	hairdressing	oasis	seatbelt	rumble	seatbelt	hairdressing	2 , 0	gpt-4
Noun	legionnaire	fizz	outbreak	irreverence	legionnaire	outbreak	0 , 2	gpt-4
Noun	lowland	adapter	toxicology	hetero	toxicology	hetero	2 , 3	gpt-4
Noun	virtuosity	breather	membership	underclassman	underclassman	membership	3 , 2	gpt-4
Noun	gristle	brownnose	interaction	fir	brownnose	interaction	1 , 2	gpt-4
Noun	washwoman	equinox	waterfront	suction	washwoman	waterfront	0 , 2	gpt-4
Noun	midline	lessening	counselor	decision	counselor	decision	2 , 3	gpt-4
Noun	jawbone	breaker	conspirator	handicap	conspirator	breaker	2 , 1	gpt-4
Noun	antihuman	gentile	stamen	candlepower	stamen	antihuman	2 , 0	gpt-4
Noun	derby	weakling	imagery	biorhythm	biorhythm	imagery	3 , 2	gpt-4
Noun	cavalryman	accountability	capsule	dehumanization	cavalryman	accountability	0 , 1	gpt-4
Noun	bicep	vernacular	machine	soup	vernacular	machine	1 , 2	gpt-4
Noun	conflict	beetle	eagle	spunk	beetle	conflict	1 , 0	gpt-4
Noun	showboat	observance	validation	bidding	showboat	observance	0 , 1	gpt-4
Noun	bedspread	hayloft	sundae	fraud	sundae	fraud	2 , 3	gpt-4
Noun	kidder	recourse	entrails	symbol	entrails	recourse	2 , 1	gpt-4
Noun	bundle	cornstalk	sheetrock	quiche	quiche	bundle	3 , 0	gpt-4
Noun	jolliness	perverseness	insignificance	likeness	perverseness	insignificance	1 , 2	gpt-4
Noun	relaxant	micron	summation	seaport	micron	summation	1 , 2	gpt-4
Noun	pantaloons	weeknight	profanity	bubblegum	bubblegum	profanity	3 , 2	gpt-4
Noun	township	dicey	thumbscrew	plank	thumbscrew	township	2 , 0	gpt-4
Noun	eclair	scamp	photograph	pilaf	photograph	scamp	2 , 1	gpt-4
Noun	psychopathology	detective	leadoff	carpetbag	psychopathology	leadoff	0 , 2	gpt-4
Noun	applause	grafting	memory	elephant	grafting	memory	1 , 2	gpt-4
Noun	generality	clue	tin	composition	tin	generality	2 , 0	gpt-4
Noun	cowhide	internship	fatale	grandstand	fatale	grandstand	2 , 3	gpt-4
